Gender,Age,Country,EdLevel
Man,31.0,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Germany,Some college/university study without earning a degree
Man,,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Estonia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,48.0,United States,Some college/university study without earning a degree
Man,41.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,29.0,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Senegal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Saudi Arabia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,41.0,Netherlands,Some college/university study without earning a degree
Man,23.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Uruguay,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,Czech Republic,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Nepal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,35.0,Mexico,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,France,Some college/university study without earning a degree
Man,34.0,Turkey,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Bahrain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,44.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,Associate degree
Woman,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,Associate degree
Man,44.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Serbia,Some college/university study without earning a degree
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Brazil,Some college/university study without earning a degree
Man,25.0,Morocco,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,43.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Other Country (Not Listed Above),Some college/university study without earning a degree
Man,,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Woman,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Pakistan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,Australia,Some college/university study without earning a degree
Man,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Taiwan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,22.0,Brazil,Some college/university study without earning a degree
Man,29.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,46.0,Switzerland,"Professional degree (JD, MD, etc.)"
Man,37.0,Taiwan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Woman,22.0,Belarus,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,31.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,23.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Croatia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Ukraine,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,44.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Australia,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,45.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,18.0,Switzerland,
Man,46.0,Slovenia,Some college/university study without earning a degree
Man,23.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,24.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Costa Rica,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Russian Federation,Some college/university study without earning a degree
Man,24.0,Mexico,"Professional degree (JD, MD, etc.)"
Man,33.0,United States,Some college/university study without earning a degree
Man,25.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Germany,Some college/university study without earning a degree
Man,24.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Portugal,Some college/university study without earning a degree
Woman,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United Republic of Tanzania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,57.0,United States,Some college/university study without earning a degree
Man,40.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,Associate degree
Man,38.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,29.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Kingdom,Some college/university study without earning a degree
Man,26.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,35.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,France,Some college/university study without earning a degree
Man,33.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,25.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,53.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,61.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Israel,Some college/university study without earning a degree
Man,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,38.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United Kingdom,Associate degree
Man,40.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,48.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,51.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Hungary,Some college/university study without earning a degree
Man,29.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,26.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,El Salvador,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Switzerland,Some college/university study without earning a degree
Woman,39.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,31.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United Kingdom,Some college/university study without earning a degree
Man,22.0,Russian Federation,"Professional degree (JD, MD, etc.)"
Man,32.0,Singapore,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,49.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Serbia,Some college/university study without earning a degree
"Man;Non-binary, genderqueer, or gender non-conforming",25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Netherlands,
Man,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Portugal,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,Germany,Some college/university study without earning a degree
Man,37.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,Finland,Some college/university study without earning a degree
Man,23.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,42.0,Spain,Some college/university study without earning a degree
Man,28.0,Cambodia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Turkey,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,49.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Kenya,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,33.0,South Korea,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,"Venezuela, Bolivarian Republic of...",Some college/university study without earning a degree
Man,32.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,30.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,United Kingdom,Some college/university study without earning a degree
Man,39.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,54.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,56.0,Belgium,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,24.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,18.0,New Zealand,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,27.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,50.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,29.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,33.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Finland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,United States,Some college/university study without earning a degree
Man,33.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,28.0,Denmark,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United Kingdom,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,36.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,54.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Serbia,Some college/university study without earning a degree
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,35.0,Sweden,"Professional degree (JD, MD, etc.)"
Man,29.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,United States,Associate degree
Man,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,37.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,United States,Some college/university study without earning a degree
Man,28.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,39.0,Norway,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,18.0,Czech Republic,
Man,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,Germany,Associate degree
Man,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,United States,Associate degree
Man,54.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,40.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,29.0,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,22.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Hungary,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,26.0,United Kingdom,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,25.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,19.0,Netherlands,Some college/university study without earning a degree
Man,38.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,20.0,United States,Some college/university study without earning a degree
Man,35.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,34.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,New Zealand,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,23.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,32.0,Finland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,33.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,22.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)"
Man,42.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,27.0,Slovenia,Some college/university study without earning a degree
Man,34.0,Japan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,18.0,United Kingdom,Some college/university study without earning a degree
Man,28.0,Finland,"Other doctoral degree (Ph.D, Ed.D., etc.)"
Man,24.0,Bulgaria,Some college/university study without earning a degree
Man,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,28.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,34.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,South Africa,Some college/university study without earning a degree
Man,34.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,42.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,40.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,47.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Viet Nam,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,26.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,30.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Woman,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,37.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Russian Federation,Some college/university study without earning a degree
Man,39.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,,China,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,39.0,Sweden,Some college/university study without earning a degree
Man,34.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,22.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,Estonia,Some college/university study without earning a degree
Man,28.0,Sri Lanka,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,30.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,43.0,United States,Some college/university study without earning a degree
Man,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,43.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Woman,26.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,21.0,Switzerland,Some college/university study without earning a degree
Man,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,27.0,Iran,"Master’s degree (MA, MS, M.Eng., MBA, etc.)"
Man,23.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
Man,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)"
